adid,location,addate,title,price,paymentoptions,description,fueltype,kilometers begin,kilometers end,color,transmission,bodytype,enginecapstart,enginecapend
195942446,New Cairo - El Tagamoa,02-25-2023,بيجو 208 كهرباء 2023,1100000,Cash,استورد عربيتك بنفسكمع غندور اوتوزيرو جماركاستلام بعد 60 يومكلمنا لمزيد من التفاصيل11000011020059220106660057001033211066 0101599807101281743024010187211880112099388801120993777نستورد السيارات  الاوروبيه بنزين/هايبرد/كهربا الى مصر زيرو جمارك حسب الطلب. زورو موقعناwww. Ghandourauto. com نقوم باستخراج شهادة اليورو وان وتصدير السيارة من اوروبا مع مراعاة جميع اجراءات الشحن والتخليص والتأمين حتى تسليم السيارة من مكتبنا 279 ش. التسعين الجنوبي التجمع الخامس.,Electric,0,9999,Gray,Automatic,SUV,,
195502346,Shorouk City,02-25-2023,جراند شيروكي ٢٠١٩ رخصة سارية وضمان ساري -حالة شاذة,2150000,Cash,سياره جراند شيروكي٢٠١٩ ، ٢٥٠٠٠ كم فابريكه بالكامل وصيانات الوكيل Protect me كامل بضمان ١٠ سنواترخصه سنه ، حاله شاذه ٢مليون و١٠٠ الف. .,Benzine,20000,29999,White,Automatic,4X4,3000,
196013012,New Cairo - El Tagamoa,02-25-2023,BMW 530i,2700000,Cash,protection done at wrapstyleسعر نهائي،غير قابل للتفاوضnight packageperfect condition like new12500 kmرخصة ٣ سنين,Benzine,10000,19999,White,Automatic,Sedan,1800,2000
194488567,Madinaty,02-25-2023,سكودا اوكتافيا للبيع موديل 2016 طراز A7 ambition,685000,Cash,سكودا اوكتافيا للبيع موديل 2016 طراز A7 ambition فابريكا بالكامل حالة نادرة كاوتش جديد صيانات منتظمة فى التوكيل اول يد من الزيرو . . . البيع من المالك مباشرة,Benzine,100000,119999,Silver,Automatic,Sedan,1600,
196014359,Nasr City,02-25-2023,فيات تيبو موديل 2021 فابريكه بالكاااااامل زيرو,570000,Cash,السياره فابريكه بالكامل برا وجوا بدون أي دهنات نهائي موديل 2021 عداد 40 الف كم استعمال بيتي جدأ كل كل الصيانات معموله بانتظام ماكينا وعفشه وفتيس بحاله الزيرو مش محتاجه اي مصاريف استبن لم يستخدم السياره بحالتها تماماً صالون زيرو كاوتش جديد حاله ممتازه جدأ,Benzine,40000,49999,Gray,Automatic,Sedan,1600,
194325915,Zahraa Al Maadi,02-25-2023,E60 525i إكزكتيف  ك,470000,Cash,بفضل  الله تم عمل جميع الصياناتالسياره راشه كلها نضافه ماعدا السقف تم عمل عفشه كامله للسياره تيل خلفي وتيل أماميزيت فرامل جديد وفلتر وزيت ماتور ليكومولي 10000 تم عمل إسكتر وحساس قطمه وطقم جنوط Mطفم أنوار جديد من الوشي زاهراء المعادي ضمان سنهبطاريه جديد لسه فيها ضمان تقريبا 6 شهورريداتير جديد بكرتونته صيانه تكيف وشحنه فريون صيانه كامله للماتور من إبر فوانس وفلاترها تم عمل إرماس جديد لضغط الهواء وصيانة علبتين البيئهتم تركيب طقم مصفحات جديد جديد بالكامل للسياره من تحت تم تغير طرمبة بنزين وفلتر بنزين تم تغير مارش الكشف في أي مكان علي حساب الشاري وأسأل عن اي شئ مكتوب امام الله وامام الشاري01007894252ماشه حاليا 183000 الف كيلومترالرخصة باقي فيها سنه شهر 10 / 2023ربنا يبارك لصاحبهاياريت الناس اللي بتتصل بيا يكون عندها تقدير للمواعيد,Benzine,160000,179999,Silver,Automatic,Sedan,2200,2800
195984764,Nasr City,02-25-2023,NISSAN QASHQAI 2020,680000,,NISSAN QASHQAIMODEL : 2020 mileage:70000kmFabrica AlLصيانات توكيل ELSAYAD AUTO                        FOR INQUIRIES: 01000802412العنوان : ٥١ شارع الشيخ احمد الصاوي متفرع من مكرم عبيد _ مدينة نصر,Benzine,70000,79999,Brown,Automatic,SUV,1000,1300
196014589,Nasr City,02-25-2023,رينو كادجار اعلي فئه توب لاين موديل 2018 فابريكه بالكامل,695000,Cash,لعشاق الفابريكا والكسر زيرورينو كادجار اعلي فئه توب لاين حاله من النوادر لا يوجد لها مثيل موديل 2018 عداد 60000 كم واستخدام اول مالك من الزيرو رخصه سنتين ونص بأسم المالك من الزيرو تم عمل جميع الصيانات بانتظام استعمال بيتي جدأ مش محتاجه اي مصاريف نهائي السياره بحاله المصنع بمعنى الكلمة وكل شي ف السياره يعمل بكفائه عاليه جدا جدا بدون ملحوظه فعلاً,Benzine,60000,69999,Silver,Automatic,SUV,1000,1300
196017149,New Cairo - El Tagamoa,02-25-2023,2014 لاكشرى فابريكه بالكامل,670000,Cash,luxury 2014 فابريكه بالكامل لاتحتاج لاى صيانات  كالزيرو تماما ١٣٠كم,Benzine,120000,139999,Blue- Navy Blue,Automatic,Sedan,1600,
196015461,Obour City,02-25-2023,سكودا فانتازيا للبيع بمدينة العبور,365000,Cash,اسكودا فانتازيا 2010كامله معادا فتحه سقفطاره مالتيمثبت سرعهتكييف تاتشفيتيس استيب ترونيك ٦ سرعاتراشه بره معادا السقفزيرو دواخلكاوتش انتاج ٢٠٢١جنط جديد زيرو مش استيرادرخصه سنتين مرور عبودفيها توكيل وانا اشتريت بعقد مسجللا تحتاج مصاريفعداد ١٧٨ الفلسه معمول كل الصيانات سيور وفلاتر وقربه مياه وبوجيهاتالسعر ٣٦٥ قابل للتفاوض للتواصل 01281647248,Benzine,160000,179999,Gold,Automatic,,1600,
196019161,Nasr City,02-25-2023,كيا فورتي معاقين كاملة بصمة عدا الفتحة,260000,Cash,كيا فورتي معاقييين موديل 2010فابريكا بالكامل عدا مرمة بسيطة في الباب الخلفي يمين بتاعت بلادها وتريحة بسيطة جدا في حوض الشنطة من تحت نتيجة بلاعة ومردودة ع البارد غير كدا العربية زيرو جواب بدون مرافق رخصة تنتهي اخر العام مرور اشمون المنوفية,Benzine,140000,159999,White,Automatic,Sedan,1600,
192499135,Heliopolis,02-25-2023,كيا سبورتاج 2018 بالضمان حاله الزيرو + بوليسه تأمين GT LINE,875000,Cash,كيا سبورتاج اعلى فئه 2018 بالضمان حاله الزيرو + بوليسه تأمين GT LINE جميع الصيانات بالتوكيل حتى اخر صيانه فرش جلد طبيعى + زجاج فاميه + ليدات اماميه وخلفيه + شنطه كهرباء + جنط 19 + 9 ايرباج + بصمه خارجيه وداخليه + 2 كرسى كهرباء + 4×4 + شفتات طاره + بانوراما + كاميرا + حساسات خلفيه واماميهملحوظه هامه السياره بحاله الفابريكه 57000 كيلوالسياره كأنها لم تستخدمللأتصال01004430122مطلوب 875000المعاينه مصر الجديده,Benzine,50000,59999,Gold,Automatic,SUV,1600,
195919207,New Cairo - El Tagamoa,02-25-2023,Nissan Sunny 2016,310000,Cash,العربية فابريكا بالكامل برة و جوة ماشية ٩٠ الف كيلو,Benzine,80000,89999,Red,Automatic,Sedan,1400,1500
196020082,Nasr City,02-25-2023,520i top line,2000000,Cash,lاعلي فئه ( فتحه سقف  - ابواب شفط -شنطه كهرباء - ١٦٠٠ سي سي )فابريكه بالكامل عداد ٨٣ الف كيلوللتواصل ٠١٠٩٦٦٤٦٥١٢,Benzine,80000,89999,White,Automatic,Sedan,1600,
196000618,Hadayek al-Kobba,02-25-2023,نيسان تيدا/nissan tiida,320000,Cash,اعلي فئه فبريكه بالكامل عدا الاكصدمات كامله اعلي فئه,Benzine,120000,139999,Silver,Automatic,Hatchback,1600,
195990284,Shubra,02-25-2023,فيات لينيا حادثة حادث حادثه حوادث,68000,Cash,فيات لينيا  2009 منوال  مكنة وفتيس زيرو,Benzine,70000,79999,Blue- Navy Blue,Manual,,1400,1500
195986227,Obour City,02-25-2023,Audi a3 premium in a very good condition,1000000,Cash,اودي a3 بحاله ممتازه,Benzine,50000,59999,Black,Automatic,Sedan,1000,1300
196009667,Gesr Al Suez,02-25-2023,عربيه هامر جمرك للبيع,200000,Cash,عربيه هامر جمرك للبيع لا ترخص فيها رخصه ودفتراو البدل بعربيه عاليه,Benzine,30000,39999,Black,Automatic,4X4,1800,2000
195987041,Al Amiriyyah,02-25-2023,نيسان صني حالة الزيرو فابريكة برة وجوة,355000,Cash,نيسان صني موديل 2019 حالة زيرو فبريكا برة وجوة اول مالك من الزيرو معمولها جميع الصيانات عداد 68 الف العربية الله اكبر مش محتاجة شئ هتخدها وهتدعيلي للعلم العربية من الزيرو وهيا في جراج لوحدها بها جنط 16 عريض وكاوتش مقاس 205/55/16 وفرش جلد الماني كما موضح في الصور وشاشة اندرويد زي الموبيل بالظبط واي فاي وبلوتوث وكل شئ وكاميرا خلفية المعاينة في الأميرية وجيب معاك حد متخصص يشوفها لعدم ضياع الوقت,Benzine,70000,79999,Gold,Automatic,Sedan,1400,1500
195990358,Shubra,02-25-2023,دايو نوبيرا اتوماتيك حادثة حادث حادثه حوادث,58000,Cash,دايو نوبيرا حادثة اتوماتيك,Benzine,70000,79999,Silver,Automatic,,1600,
195991081,Nasr City,02-25-2023,golf 7,750000,Cash,Golf 7 gtimodel 2017gti interior and exterior top linenew tires Fabrika no:01025034250,Benzine,160000,179999,White,Automatic,Hatchback,1400,1500
195990343,Downtown Cairo,02-25-2023,تويوتا افانزا حادثة حادث حادثه حوادث,88000,Cash,تويوتا افانزا موديل ٢٠٠٨ اتوماتيك رخصة سارية,Benzine,70000,79999,Silver,Automatic,,,
195989097,New Cairo - El Tagamoa,02-25-2023,Renault Megane 4 2021 Signature 1.2 Turbo…رينو ميجان ٢٠٢١ سيجنتشر تربو,780000,Cash,Renault Megane 4 model 2021. Top Line. Engine 1200 Turbo. fully loaded. All services are done by EIM. Mileage 62000k. New tires kit. All fabrice. Licence valid till 1/2026. رينو ميجان ٤. موديل٢٠٢١.  اعلى فئة. موتور ١٢٠٠ تربو. كل الكماليات مجهزة و تعمل بكفاءة. كل الصيانات داخل توكيل رينو الرئيسى. عداد ٦٢،٠٠٠. طقم كاوتش جديد. فابريكة بالكامل. رخصة حتى ١/٢٠٢٦.,Benzine,50000,59999,Red,Automatic,Sedan,1000,1300
195990892,New Nozha,02-25-2023,Jeeb Grand Chrokee 2015 Limited,900000,Cash,فبريكه بالكامل ما عدا جنب شمال نظافه و كبوت نتيجه تكليح صيانات كامله منتظمه بمواعدها عداد 250000 رخصه سنه مرور القاهره تفاوض بسيط بعد المعاينه,Benzine,200000,,Burgundy,Automatic,Sedan,3000,
195647460,Heliopolis,02-25-2023,سيات ابيزا ٢٠٢٢ Fr,750000,Cash,سيات ابيزا Fr موديل ٢٠٢٢ بحالة المصنع لايوجد فيها اي خدوش عليها كيت كامل مع دفيوزر وكمان شكمان كامل اورجينال فيرست استيراد من دبي ومعها الحاجة الستوك بتعتهاماشية ٣٠٠٠ كم عليها بروتكشن كامل xpel و الزجاج عليه ساند جراند حماية و عازل حراريللإستفسار what's app  او ٠١١٠٠٠٣٦٠٣٣,Benzine,0,9999,Red,Automatic,,1000,1300
195994238,Basateen,02-25-2023,فيات تيبو موديل 2022 متاح تقسيط مباشر وشركات,590000,Installments,* فيات تيبو موديل 2022 اول فئه* موديل 2022* عداد 30000 كم * فابريكا بالكامل # متاح مقدم 50 % باقل فايده مستعمل استعلام بيت وشغل #متاح تقسيط مباشر مقدم ٦٠٪ بصوره البطاقه وضامن فقط واستعلام بيت فقط . # تقسيط مباشربدفع 50% استعلام بيت فقط وضامن واستلام في نفس اليوم . # متاح تقسيط درايف مقدم يبدا من 50 % وقسط يصل الي 5 سنين للموظفين واصحاب الانشطه استعلام بيت وشغل . #اختار العربيه وخلي التقسيط عليناللإستفسار يرجى الاتصال بنا على الارقام التاليه 01119555187 -  -01005003993- 0106151476701121604912او يمكنك زيارتنا فى  طريق الاوتوستراد الرئيسي المعادى بعد نزله شارع النصر مباشره بجوار بنك مصر وأمام بنزينه وطنيه. #سيب_المستعمل_لناسه#سوق_السيارات#اقوى_عروض_تقسيط#انت_الاهماو يمكنك زيارتنا فى  طريق الاوتوستراد الرئيسي المعادى بعد نزله شارع النصر مباشره بجوار بنك مصر وأمام بنزينه وطنيه. #سيب_المستعمل_لناسه#سوق_السيارات#اقوى_عروض_تقسيط#انت_الاهم,Benzine,20000,29999,Blue- Navy Blue,Automatic,Sedan,1400,1500
194349180,Nasr City,02-25-2023,kia koup 2013 Top line in a mint condition,450000,Cash,سيراتو كوبيه ٢٠١٣ توب لاين فتيس ٦ سرعات طاره شيفتات تم عمل جميع الصيانات بقطع غيار اصليه وزيوت اصليه ومياه تبريد اصلي بل فواتير ، راشه حزام للنضافه بدون حوادث يوجد صور قبل الرش فابريكا رفرفين امامي ، كابوت ، سقف وشنطه ماشيه ١٥٦ الف اول يد من الزيرو بها كماليات اضافيه ( فوانيس eagle eye ) اصلي زينون وليد الماني ، شبكه داخليهcargo net كيا اصلي للشنطه ،ديل شكمان HKS ،شبكه اماميه سبور سبويلر شنطه وسقف انوار ليد في المقابض الداخليه ، رخصه سنه باسمي مرور مدينة نصر البيع بعقد مسجل ويرجي قراءة الاعلان جيدًا قبل التواصل,Benzine,140000,159999,Black,Automatic,Coupe,1600,
195994837,New Cairo - El Tagamoa,02-25-2023,Jeep Wrangler 2015,850000,Cash,شركة GARAGE 90بتقدملك سيارة ID:10599Vehicles :JeepModel :Wrangler Kilometers :166000Year :2015 Price :850000السعر قابل للتفاوض ( البيع لحساب الغير ) تقرير الفحص المبدئى :– السيارة فابريكا بالكامل من الخارج– السيارة فابريكا بالكامل من الداخل– هذا الفحص مبدئى ظاهرى فقط ويشمل ( البودى الخارجى و حالة الدهان والشاسيه و دواخل السيارة ) برعاية شركة GARAGE 90لو عايز تشتريها بالتقسيط لدينا انظمة تقسيط مختلفة ومتنوعة مباشرة وغير مباشرة باقل مقدم واطول فترة سداد من سنة الى 7 سنوات للتواصل تقدر تكلمنا على الارقام التالية : قسم المبيعات  :01050374425 01050374426 01050374427 01050374428  لو عندك عربية وعايز تبيعها وتعرضها من خلال شركتنا اتصل بينا على الارقام التالية :  قسم بيع عربيتك :01050447005 01050447006 01050447007 01050447008 للشكاوى والاقتراحات :01000222562لمزيد من السيارات المعروضة زوروا موقعنا الالكتروني:https://www. garage-90. com/العنوان :٣٩١ البنفسج عمارات - شارع التسعين الشمالى - التجمع الأول - القاهرة الجديدةتليفون :  0223270014 ⏰ مواعيد العمل : من السبت إلى الخميس من 10 ص : 10 م,Benzine,160000,179999,Black,Automatic,4X4,3000,
195995293,Shorouk City,02-25-2023,mg 6  2021,590000,Cash,mg 6 2021 فرش احمر اعلي فئه,Benzine,50000,59999,Black,Automatic,Sedan,1400,1500
195995889,Nasr City,02-25-2023,mercedes S 450 2019,4250000,Cash,Mercedes-Benz S450AMG StylingModel 2019Pre OwnedKm: 375003.0 LiterV6 biturboEngine 3000ccHorsepower 362Rpm 5500 - 6000Exterior WhiteInterior BeigeFolding MirrorsKeyless GoActive Parking AssistAmbiant LightWirless ChargingSoft CloseHeating Front SeatsCooling Front SeatsElectric Front SeatsMemory SeatsRear CameraPanoramic SunroofPrivacy GlassHigh Performance Led Head LampesApple CarplayAndroid Auto20 Inch AMG Double Spoke Wheels,Benzine,0,9999,White,Automatic,Sedan,3000,
195996078,Heliopolis,02-25-2023,توسان19 فئة تانيه بحاله الزيرو,276000,Installments,هيونداي توسان2019تانى فئة فابريكه بالكامل 105000كمصيانات توكيل إمكانية التقسيط بمقدم يبدأ من 275000جنيهللإستفسار:01067615552/01281843401,Benzine,90000,99999,White,Automatic,SUV,1600,
195997290,Heliopolis,02-25-2023,باسات 2014 كومفورت. فضي. فتحة سقف,550000,Cash,جميع الكماليات . فتحة سقف . لا تحتاج صيانه او  مصاريف . تم تغير ميكاترونيك من شهرين . . رخصه سنه مرور المقطم . فاميه مثبت بالرخصه . فابريكا دواخل و سقف و كبوت و شنطه و راشه جنين نظافه . . التواجد . . ب الرحاب او التجمع او مدينة نصر أو دمياط الجديدة,Benzine,120000,139999,Silver,Automatic,Sedan,1400,1500
195997226,Nasr City,02-25-2023,نيو أوبترا كسر زيرو,435000,Cash,نيو أوبترا كسر زيرو  ٢٠٢٣١١٠٠٠ كمصيانة توكيل ال ١٠٠٠٠,Benzine,10000,19999,Blue- Navy Blue,Automatic,Sedan,1600,
195997627,Heliopolis,02-25-2023,MG 5 2022 اعلى فئة,187000,Installments,MG 52022 عداد ١٦٠٠٠العربية فبريكة بالكامل من الاكصدام للاكصدام رخصة ٣ سنين مرور القاهرة متاح تقسيط بنوك و شركات بمقدم ٣٥٪؜ المعاينة مصر الجديدة عند حديقة الميريلاند للاستفسار ع الرقم 01127408327,Benzine,10000,19999,Red,Automatic,Sedan,1400,1500
195993975,Nasr City,02-25-2023,Mercedes Benz GLC300 4Matic مرسيدس,2750000,Cash,Mercedes Benz GLC300 4Matic2019silver * red48000 km2000 CCkeyless start/stop Touch screenABSUSB - Bluetooth Leather seatssunroofElectronic window Airbags passengersside AirbagsAirbags for DriverTraction control Rear parking sensorsfor more info : 0100109508101112152222010022022220100210524301114877400Facebook page:https://www. facebook. com/ElTayaranCars,Benzine,40000,49999,Silver,Automatic,Sedan,1800,2000
195987677,Sayeda Zeinab,02-25-2023,فيرنا,195000,Cash,سياره فبريكه بالكامل من الداخل في حاله الزيرو بها جنط 15 بالكاوتش جديد بطاريه جديده كاست بايونير اصلي و 4 سماعات بايونير لايوجد مصروف نهائيا عداد 180000 الف كيلو,Benzine,10000,19999,,Manual,Sedan,1600,
195999263,New Nozha,02-25-2023,فابريكا بالكامل اوتوماتيك حاله الزيرو ٦٠ الف كيلو,295000,Cash,فابريكا -٦٠ الف كيلو -اوتوماتيك-بحاله الزيروووو-فاميه مثبوت فى الرخصه زجاج كهرباء -اعلى فئه,Benzine,50000,59999,Gray,Automatic,Sedan,1600,
195897675,Shubra,02-25-2023,نيسان صني ٢٠١٩ تاني فئه Nissan sunny 2019,335000,Cash,العربيه فبريكا بالكمل معاده اكصدامات عداد ١٠٤رخصه سنه,Benzine,0,9999,Gold,Automatic,Sedan,1600,
196000757,Nasr City,02-25-2023,كيا سيراتو ٢٠١٧/Kia Cerato 2017,490000,Cash,#KiaCerato#kiaceratoclub#kayanmotors. كيا سيراتو 2017. اول فئة . 80.000 كيلو مترفابريكا بالكامل من الداخل والخارج . صيانات منتظمة لا تحتاج الي مصاريف . متاح البدل شرط الحالة . متاح التقسيط البنكي والمباشر . استلم بمقدم يبدء من 180 الف جنية للموظفين واصحاب السجلات التجارية. استلام في خلال 24 ساعة . باقل نسبة فائدة . واطول فترة سداد . بصورة البطاقة . بدون مصاريف تامين. تواصل معنا عن طريق الموبايل او الواتساب : 01120902874/01156607755/0102323949513 زكريا عثمان مدينة نصر امام بوابة مجمع الوفاء والامل,Benzine,70000,79999,Black,Automatic,Sedan,1600,
195898502,Heliopolis,02-25-2023,بيجو 508,930000,Cash,بيجو ٥٠٨عداد ٥٣٠٠٠كراسي جلد زينونصيانة توكيلرخصة سنةفبريكة بالكامل,Benzine,50000,59999,,Automatic,,1600,
195996316,Nasr City,02-25-2023,سوزوكي نقل موديل ٢٠٢١,230000,Cash,عربيه فان نقل بصندوق موديل ٢٠٢١عداد ٦٥ الف انتهاء رخصه ١١/٢٠٢٣مطلوب ٢٣٠الف للتواصل 01205501023,Benzine,60000,69999,Gray,Manual,Pickup,1000,1300
196001494,Ain Shams,02-25-2023,للبيع مرسيدس موديل 2002 سى 180,320000,Cash,دواخل فابريكة بالكامل رشة خارجى موتور وفتيسوعفشة بحالة جيدة جدا,Benzine,200000,,White,Automatic,Sedan,1800,2000
195986330,Gesr Al Suez,02-25-2023,العربيه بي ام 520,195000,Cash,العربيه فبراير دوخل وسقف المكنه مشالله محلتش اي حاجه ربنا يبارك لصحاب النصيب رقم,Benzine,200000,,Silver,Automatic,Sedan,1800,2000
196003874,Shorouk City,02-25-2023,لانسر 2016 فابريكه بالكامل يمكن البدل بشروكي,420000,Cash,السيارة الفئه الثانيه فضي فابريكه بالكامل يمكن البدل بشروكي التواصل علي رقم 01122299922,Benzine,140000,159999,Silver,Automatic,Sedan,1600,
195999813,Ain Shams,02-25-2023,بيع عربية بي واي دي،بحالة جيدة واستعمال فابريكا,310000,Cash,عربية بحالة جيدة،بدون خدوش،فابريكا,Benzine,70000,79999,Burgundy,Manual,Sedan,1400,1500
196002156,Nasr City,02-25-2023,كيا سيراتو 2017,550000,Cash,كيا سيراتو 2017 فبريكا برا وجوا عداد 90 الف اعلي فئة رخصة سنه مرور القاهرة المعاينة مدينة نصر بجوار النادى الاهلي للتواصل فون فقط 01016711770,Benzine,80000,89999,White,Automatic,Sedan,1600,
195741079,Rehab City,02-25-2023,فيات تيبو 2021,485000,Cash,سياره فيات تيبو اوتوماتيك لون اسود عداد 80 الف,Benzine,80000,89999,Black,Automatic,Sedan,1600,
195986209,Maadi,02-25-2023,Nissan sentra,500000,Cash,Used Like new / used slightمستعمل مثل جديد / مستعمل طفيف,Benzine,50000,59999,Gray,Automatic,Sedan,1600,
195969037,Heliopolis,02-25-2023,Mercedes c280 مرسيدس سي ٢٨٠,575000,Cash,Mercedes c280 Model 2009 مرسيدس c280راشه حزام نظافه فقط فابريكا دواخل بالكامل بدون اي ملحوظه عداد : ١٦٠ الف كيلو السياره بحاله ممتازه استعمال شخصي كل شي يعمل بكفاءة متاح الكشف في اي مكان السعر : 575 الف جنيه للتواصل: 01013041841المعاينه : مصر الجديده ارض الجولف خلف دار الدفاع الجوي,Benzine,140000,159999,Other Color,Automatic,Sedan,2200,2800
195969118,Obour City,02-25-2023,سياره شيري تيجو 8 موديل 2022,790000,Cash,شيري تيجو 8 موديل 2022 لون سماوي لؤلؤي رخصه لاخر 2023 عداد 22 الف كيلو صيانات توكيل ، بانوراما، بصمه، تدوير عن بعد، سنسور ركن، روف راك ،إضاءة نهاريه ،فوانيس شبوره ،٧ راكب، شاشه ١٠ بوصه،بلوتوث ،ابل كار بلاي و اندرويد اوتو ،جنوط اسبور اسود ،مانع الانزلاق، abs ebd عدادات ديجيتل، سنسور ضغط الاطارات، تكيف شاشه تاتش، تلاجه ،مثبت سرعه، فرش جلد ، مرايات كهرباء ، مخدع امامي وخلفي، شواحن usb اسبويلر خلفي ،نيكل على الابواب، بصمه في البابالمعاينة : الشروق -مدينة المستقبل -العبورالسعر : 790 الف مع العلم سعرها رسمي غير الأوفر و الترخيص885000 +ترخيص +تأمين =905الفهناك تأمين شامل مصر للتامين بداية من شهر 12 ولمدة عام مع التصليح داخل التوكيل بدون تحميل قيمته 16000جنيه 01201615147 اتصال او واتساب,Benzine,10000,19999,,Automatic,SUV,,
195867811,Nasr City,02-25-2023,BMW850i,4500000,Installments,جميع انظمه التقسيط بمقدم يبدأ من 20%0128130767301002981892,Benzine,10000,19999,Gray,Automatic,,,
195970412,New Cairo - El Tagamoa,02-25-2023,عربية جمرك للبيع لأصحاب الإقامات الخارجية والجنسيات الاخرى,300000,Cash,عربية جمرك للبيع لأصحاب الإقامات الخارجية والجنسيات الاخرى,Benzine,120000,139999,Red,Automatic,Cabriolet,3000,
195971504,Shorouk City,02-25-2023,عربية دبابة للبيع,465000,Cash,عربية دبابة للبيع بحالة كالجديدة,Natural Gas,60000,69999,White,Manual,Van / Bus,3000,
195970929,Obour City,02-25-2023,fiat tipo 2021 فيات تيبو ٢٠٢١,500000,Cash,فيات تيبو موديل ٢٠٢١ اوتوماتيك ١٦٠٠ اول فئه غطاء محرك شاشه تاتش ماشيه ٣٣ الف فابريكه برا و جوا صيانات  منتظمه مسجله بالتوكيل مفهاش اي ملاحظات   تم تغيير تيل فرامل موبار اصلي و فلتر زيت موبار اصلي في صيانه ٣٠ الف,Benzine,30000,39999,Blue- Navy Blue,Automatic,Sedan,1600,
195972341,Madinaty,02-25-2023,كورلا ٢٠٢٢,770000,Cash,موديل ٢٠٢٢ كمفورتعداد ٣٥٠٠٠ الف كيلومرور القاهرهفرش جلدمثبت سرعهاسكرين حمايهصيانات توكيل بالفواتيرللاستفسار01067867833,Benzine,30000,39999,Red,Automatic,SUV,1600,
195975123,Al Amiriyyah,02-25-2023,اودي A3 2020 للبيع كاش او تقسيط مباشر مع معرض فتحي موتورز,1100000,Cash,#فتحي_موتورز #الحوت#البيع_كاش_او_بتسهيلات_بسيطه_مع_المعرض #اودي_A3 الموديل : 2020ناقل : اوتوماتيكالعداد : 29000السياره فبريكا من الداخل والخارج بالكامل المعاينة الاميريه امام مستشفي الزيتون التخصصي بجوار وحده ترخيص الاميريه خلف مصنع بسكو مصر#للاستفسار ت: 01226455457ت: 01114498736ت: 01111553587ت: 01110021701,Benzine,20000,29999,Black,Automatic,Sedan,,
195974431,Sayeda Zeinab,02-25-2023,سياره للبيع,100000,Cash,عربيه لانوس فابريكة دواخل,Benzine,100000,119999,Silver,Manual,Sedan,1000,1300
195693055,Madinaty,02-25-2023,اوبل جراند لاند ١٨ اعلى فئه بها كل الكماليات  للبيع الفورى حاله ممتازة,688000,Cash,اوبل جراند لاند ١٨ بصمه بانوراما شاشه كبيره كاميرا خلفيه حساسات ومثبت سرعه وتحكم طارة ويو اس بى والشاشه تدعم اندرويد بلاى وابل بلاى و جنوط ١٨ فابريكه بالكامل برة وجوه  ماعدا حكه صغيرة فى باب خلفي يمين وتم عملها فى التوكيل وتم تغيير معظم اجزاء العفشه مع الصيانات  والبيع للسفر للمعاينه رقم التواصل 01017251319 مازن,Benzine,160000,179999,Burgundy,Automatic,SUV,1600,
195977083,New Cairo - El Tagamoa,02-25-2023,خصم 15% فوري من تسلا Y,1900000,Cash,اغتنم الفرصه واحصل علي خصم 15% من تسلااستورد عربيتك بنفسكمع غندور اوتوزيرو جماركاستلام بعد 60 يومكلمنا لمزيد من التفاصيل011020059220106660057001281743024011209938880101872118801033211066010159980710109249211101092467222نستورد السيارات  الاوروبيه بنزين/هايبرد/كهربا الى مصر زيرو جمارك حسب الطلب. زورو موقعناwww. Ghandourauto. com نقوم باستخراج شهادة اليورو وان وتصدير السيارة من اوروبا مع مراعاة جميع اجراءات الشحن والتخليص والتأمين حتى تسليم السيارة من مكتبنا 279 ش. التسعين الجنوبي التجمع الخامس.,Electric,0,9999,Black,Automatic,Other,0,800
195975101,Obour City,02-25-2023,MG 5  2021,470000,Cash,السياره فابريكه بره وجوه كامله بصمه لاكشيرى اعلى فئه فتحه سقف جنوط فرامل abs ايرباج تحكم طاره مثبت سرعه مرايات ضم حساسات خلفيه كاميرا  360,Benzine,50000,59999,White,Automatic,Sedan,1400,1500
195876673,Nasr City,02-25-2023,مرسيدس  c180 بحاله الزيرو وارد المانيا حاله نادره,650000,Cash,مرسيدس  c180 بحاله الزيرو وارد المانيا بدون حظر  لون اسود زنون  ٨ايرباك ابنوس صيانات مراكز معتمده طبقه نانو  حاله نادرهالمعاينه مدينه نصر مرور القوات المسلحهعداد ١٤٠الفمطلوب ٦٥٠ الف  يوجد تفاوض بسيط,Benzine,140000,159999,Black,Automatic,Sedan,1600,
195877662,New Cairo - El Tagamoa,02-25-2023,عربيه بيجو ٢٠٠٨ فابريكه بالكامل  للبيع,600000,Cash,حاله الزيرو ٤٨٠٠٠ الف كيلو صيانه الوكيل بالكامل,Benzine,40000,49999,Gray,Automatic,Hatchback,1400,1500
195876115,Nasr City,02-25-2023,متسوبيشي لانسر شارك ٢٠١٦ اعلى  فئه مفتاح فتحه سقف,405000,Cash,بره وجوه ماعدا رفرف واكصدام خلفي رخصه سنه ونص صالون بحاله الزيرو فرش جلد وشاشه اندرويد وكاميرا كاوتش وبطاريه بحاله الفبريكه المعاينه كامباوند جاردينيا او مدينه نصر النادي الاهلي,Benzine,100000,119999,Burgundy,Automatic,Sedan,1600,
